"PDF File Name",Postcode,Retailer,"Offer Name","Offer No.","Customer type","Fuel type",Distributor(s),"Tariff type","Offer type","Release Date","Contract term","Contract expiry details","Bill frequency","All usage Price (exc. GST)","Daily supply charge Price (exc. GST)","First usage Price (exc. GST)","Second usage Price (exc. GST)","Third Usage Price (exc. GST)","Fourth Uage Price (exc. GST)","Fifth Usage Price (exc. GST)","Balance Usage Price",Peak,Shoulder,"Off Peak","Peak - Summer","Peak - Winter","Peak - First usage Price","Peak - Second Usage Price","Peak - Third usage Price","Peak - Fourth Usage Price","Peak - Fifth Usage Price","Peak - Balance Price","Summer Monthly Demand","Winter Monthly Demand","Additional Monthly Demand","First Step","Second Step","Third Step","Fourth Step","Fifth Step","Off peak - Controlled load 1 All controlled load 1 ALL USAGE Price (exc. GST)","Off peak - Controlled load 1 All controlled load 1 Daily Supply Charge Price (exc. GST)","Off peak - Controlled load 2 All controlled load 1 ALL USAGE Price (exc. GST)","Off peak - Controlled load 2 All controlled load 1 Daily Supply Charge Price (exc. GST)",Frequency,"Conditional Discount","Discount %","Discount applicable to","Guaranteed discounts","Discount %","Discount applicability","Are these prices fixed?","Eligibility Criteria","Exit fee 1 year","Exit fee 2 year","Cheque Dishonour payment fee","Contribution Fee","Direct debit dishonour payment fee","Payment processing fee","Disconnection fee","Reconnection fee","Contribution Fee","Other fee","Late payment fee","Credit card payment processing fee","Other fee","Voluntary FiT","GreenPower option",Incentives
electricity-offer-140857-fact-sheet-pdf-2340.pdf,2340,"Click Energy","Click Natural - Domestic & Controlled load 1",CLI140857MR,Residential,Electricity,"Essential Energy","Single rate with controlled load","Market offer",11-Feb-2016,"No contract term",0,"Every 3 months",,148.515,23.50,23.05,,,,22.83,,,,,,,,,,,,,,,10.98901099,8.241758242,,,,11.30,0.00,,,"per day",,,,,,,No,"This offer applies to a residential customer in the Essential Energy distribution area with themetering configuration listed above.",,,,,,0.60%,$134.42,$88.72,,,$12.00,,,,25,
electricity-offer-140858-fact-sheet-pdf-2340.pdf,2340,"Click Energy","Click Natural - Domestic & Controlled load 2",CLI140858MR,Residential,Electricity,"Essential Energy","Single rate with controlled load","Market offer",11-Feb-2016,"No contract term",0,"Every 3 months",,148.515,23.50,23.05,,,,22.83,,,,,,,,,,,,,,,10.98901099,8.241758242,,,,,,15.75,0.00,"per day",,,,,,,No,"This offer applies to a residential customer in the Essential Energy distribution area with themetering configuration listed above.",,,,,,0.60%,$134.42,$88.72,,,$12.00,,,,25,
electricity-offer-140859-fact-sheet-pdf-2576.pdf,2576,"Click Energy","Click Platinum - Domestic",CLI140859MR,Residential,Electricity,Endeavour,"Single rate","Market offer",11-Feb-2016,"No contract term",0,"Every 1 month",,78.724,23.34,22.64,,,,21.007,,,,,,,,,,,,,,,1000,750,,,,,,,,,"17% discount on usage and supply charges",17%,"Usage charges",,,,No,"This offer applies to a residential customer in the Endeavour Energy distribution area with themetering configuration listed above. Only available through One Big Switch.",,,,,,0.60%,$188.70,$38.09,,,$12.00,,,,,
electricity-offer-140860-fact-sheet-pdf-2576.pdf,2576,"Click Energy","Click Platinum - Domestic & Controlled load 1",CLI140860MR,Residential,Electricity,Endeavour,"Single rate with controlled load","Market offer",11-Feb-2016,"No contract term",0,"Every 1 month",,84.724,23.34,22.64,,,,21.007,,,,,,,,,,,,,,,1000,750,,,,7.15,0.00,,,,"17% discount on usage and supply charges",17%,"Usage charges",,,,No,"This offer applies to a residential customer in the Endeavour Energy distribution area with themetering configuration listed above. Only available through One Big Switch.",,,,,,0.60%,$188.70,$38.09,,,$12.00,,,,,
electricity-offer-140861-fact-sheet-pdf-2576.pdf,2576,"Click Energy","Click Platinum - Domestic & Controlled load 2",CLI140861MR,Residential,Electricity,Endeavour,"Single rate with controlled load","Market offer",11-Feb-2016,"No contract term",0,"Every 1 month",,84.724,23.34,22.64,,,,21.007,,,,,,,,,,,,,,,1000,750,,,,,,12.30,0.00,,"17% discount on usage and supply charges",17%,"Usage charges",,,,No,"This offer applies to a residential customer in the Endeavour Energy distribution area with themetering configuration listed above. Only available through One Big Switch.",,,,,,0.60%,$188.70,$38.09,,,$12.00,,,,,
electricity-offer-140862-fact-sheet-pdf-2576.pdf,2576,"Click Energy","Click Superior - Domestic",CLI140862MR,Residential,Electricity,Endeavour,"Single rate","Market offer",11-Feb-2016,"No contract term",0,"Every 1 month",,78.724,23.34,22.64,,,,21.007,,,,,,,,,,,,,,,1000,750,,,,,,,,,"15% discount on usage and supply charges",15%,"Usage charges",,,,No,"This offer applies to a residential customer in the Endeavour Energy distribution area with themetering configuration listed above. Only available through One Big Switch.",,,,,,0.60%,$188.70,$38.09,,,$12.00,,,,,
electricity-offer-140863-fact-sheet-pdf-2576.pdf,2576,"Click Energy","Click Superior - Domestic & Controlled load 1",CLI140863MR,Residential,Electricity,Endeavour,"Single rate with controlled load","Market offer",11-Feb-2016,"No contract term",0,"Every 1 month",,84.724,23.34,22.64,,,,21.007,,,,,,,,,,,,,,,1000,750,,,,7.15,0.00,,,,"15% discount on usage and supply charges",15%,"Usage charges",,,,No,"This offer applies to a residential customer in the Endeavour Energy distribution area with themetering configuration listed above. Only available through One Big Switch.",,,,,,0.60%,$188.70,$38.09,,,$12.00,,,,,
electricity-offer-140864-fact-sheet-pdf-2576.pdf,2576,"Click Energy","Click Superior - Domestic & Controlled load 2",CLI140864MR,Residential,Electricity,Endeavour,"Single rate with controlled load","Market offer",11-Feb-2016,"No contract term",0,"Every 1 month",,84.724,23.34,22.64,,,,21.007,,,,,,,,,,,,,,,1000,750,,,,,,12.30,0.00,,"15% discount on usage and supply charges",15%,"Usage charges",,,,No,"This offer applies to a residential customer in the Endeavour Energy distribution area with themetering configuration listed above. Only available through One Big Switch.",,,,,,0.60%,$188.70,$38.09,,,$12.00,,,,,
electricity-offer-140865-fact-sheet-pdf-2576.pdf,2576,"Click Energy","Click Elite - Domestic",CLI140865MR,Residential,Electricity,Endeavour,"Single rate","Market offer",11-Feb-2016,"No contract term",0,"Every 1 month",,78.724,23.34,22.64,,,,21.007,,,,,,,,,,,,,,,1000,750,,,,,,,,,"9% discount on usage and supply charges",9%,"Usage charges",,,,No,"This offer applies to a residential customer in the Endeavour Energy distribution area with themetering configuration listed above.",,,,,,0.60%,$188.70,$38.09,,,$12.00,,,,,
electricity-offer-140866-fact-sheet-pdf-2576.pdf,2576,"Click Energy","Click Elite - Domestic & Controlled load 1",CLI140866MR,Residential,Electricity,Endeavour,"Single rate with controlled load","Market offer",11-Feb-2016,"No contract term",0,"Every 1 month",,84.724,23.34,22.64,,,,21.007,,,,,,,,,,,,,,,1000,750,,,,7.15,0.00,,,,"9% discount on usage and supply charges",9%,"Usage charges",,,,No,"This offer applies to a residential customer in the Endeavour Energy distribution area with themetering configuration listed above.",,,,,,0.60%,$188.70,$38.09,,,$12.00,,,,,
electricity-offer-140867-fact-sheet-pdf-2576.pdf,2576,"Click Energy","Click Elite - Domestic & Controlled load 2",CLI140867MR,Residential,Electricity,Endeavour,"Single rate with controlled load","Market offer",11-Feb-2016,"No contract term",0,"Every 1 month",,84.724,23.34,22.64,,,,21.007,,,,,,,,,,,,,,,1000,750,,,,,,12.30,0.00,,"9% discount on usage and supply charges",9%,"Usage charges",,,,No,"This offer applies to a residential customer in the Endeavour Energy distribution area with themetering configuration listed above.",,,,,,0.60%,$188.70,$38.09,,,$12.00,,,,,
electricity-offer-140868-fact-sheet-pdf-2576.pdf,2576,"Click Energy","Click Easy - Domestic",CLI140868MR,Residential,Electricity,Endeavour,"Single rate","Market offer",11-Feb-2016,"No contract term",0,"Every 1 month",,78.724,23.34,22.64,,,,21.007,,,,,,,,,,,,,,,1000,750,,,,,,,,,"7% discount on usage and supply charges",7%,"Usage charges",,,,No,"This offer applies to a residential customer in the Endeavour Energy distribution area with themetering configuration listed above.",,,,,,0.60%,$188.70,$38.09,,,$12.00,,,,,
electricity-offer-140869-fact-sheet-pdf-2576.pdf,2576,"Click Energy","Click Easy - Domestic & Controlled load 1",CLI140869MR,Residential,Electricity,Endeavour,"Single rate with controlled load","Market offer",11-Feb-2016,"No contract term",0,"Every 1 month",,84.724,23.34,22.64,,,,21.007,,,,,,,,,,,,,,,1000,750,,,,7.15,0.00,,,,"7% discount on usage and supply charges",7%,"Usage charges",,,,No,"This offer applies to a residential customer in the Endeavour Energy distribution area with themetering configuration listed above.",,,,,,0.60%,$188.70,$38.09,,,$12.00,,,,,
electricity-offer-140870-fact-sheet-pdf-2576.pdf,2576,"Click Energy","Click Easy - Domestic & Controlled load 2",CLI140870MR,Residential,Electricity,Endeavour,"Single rate with controlled load","Market offer",11-Feb-2016,"No contract term",0,"Every 1 month",,84.724,23.34,22.64,,,,21.007,,,,,,,,,,,,,,,1000,750,,,,,,12.30,0.00,,"7% discount on usage and supply charges",7%,"Usage charges",,,,No,"This offer applies to a residential customer in the Endeavour Energy distribution area with themetering configuration listed above.",,,,,,0.60%,$188.70,$38.09,,,$12.00,,,,,
electricity-offer-140871-fact-sheet-pdf-2576.pdf,2576,"Click Energy","Click Standing - Domestic",CLI140871SR,Residential,Electricity,Endeavour,"Single rate","Standing offer",11-Feb-2016,"No contract term",0,"Every 3 months",,78.724,23.34,22.64,,,,21.007,,,,,,,,,,,,,,,1000,750,,,,,,,,,,,,,,,No,"This offer applies to a residential customer in the Endeavour Energy distribution area with themetering configuration listed above.",,,,,,0.60%,$188.70,$38.09,,,$12.00,,,,,
electricity-offer-140872-fact-sheet-pdf-2576.pdf,2576,"Click Energy","Click Standing - Domestic & Controlled load 1",CLI140872SR,Residential,Electricity,Endeavour,"Single rate with controlled load","Standing offer",11-Feb-2016,"No contract term",0,"Every 3 months",,84.724,23.34,22.64,,,,21.007,,,,,,,,,,,,,,,1000,750,,,,7.15,0.00,,,,,,,,,,No,"This offer applies to a residential customer in the Endeavour Energy distribution area with themetering configuration listed above.",,,,,,0.60%,$188.70,$38.09,,,$12.00,,,,,
electricity-offer-140873-fact-sheet-pdf-2576.pdf,2576,"Click Energy","Click Connect - Domestic",CLI140873MR,Residential,Electricity,Endeavour,"Single rate","Market offer",11-Feb-2016,"No contract term",0,"Every 3 months",,82.66,24.507,23.772,,,,22.057,,,,,,,,,,,,,,,1000,750,,,,,,,,,"7% discount on usage and supply charges",5.00%,"Usage charges",,,,No,"This offer applies to a residential customer in the Endeavour Energy distribution area with themetering configuration listed above.",,,,,,0.60%,$188.70,$38.09,,,$12.00,,,,,
electricity-offer-140874-fact-sheet-pdf-2576.pdf,2576,"Click Energy","Click Connect - Domestic & Controlled load 1",CLI140874MR,Residential,Electricity,Endeavour,"Single rate with controlled load","Market offer",11-Feb-2016,"No contract term",0,"Every 3 months",,88.96,24.507,23.772,,,,22.057,,,,,,,,,,,,,,,1000,750,,,,7.508,0.00,,,,"7% discount on usage and supply charges",5.00%,"Usage charges",,,,No,"This offer applies to a residential customer in the Endeavour Energy distribution area with themetering configuration listed above.",,,,,,0.60%,$188.70,$38.09,,,$12.00,,,,,
electricity-offer-140875-fact-sheet-pdf-2576.pdf,2576,"Click Energy","Click Connect - Domestic & Controlled load 2",CLI140875MR,Residential,Electricity,Endeavour,"Single rate with controlled load","Market offer",11-Feb-2016,"No contract term",0,"Every 3 months",,88.96,24.507,23.772,,,,22.057,,,,,,,,,,,,,,,1000,750,,,,,,12.915,0.00,,"7% discount on usage and supply charges",5.00%,"Usage charges",,,,No,"This offer applies to a residential customer in the Endeavour Energy distribution area with themetering configuration listed above.",,,,,,0.60%,$188.70,$38.09,,,$12.00,,,,,
electricity-offer-140876-fact-sheet-pdf-2576.pdf,2576,"Click Energy","Click Business - General Supply",CLI140876MS,"Small Business",Electricity,Endeavour,"Single rate","Market offer",11-Feb-2016,"No contract term",0,"Every 3 months",,95.00,19.90,,,,,20.50,,,,,,,,,,,,,,,2500,,,,,,,,,,"7% discount on usage and supply charges",7%,"Usage charges",,,,No,"This offer applies to a small business customer in the Endeavour distribution area with the meteringconfiguration listed above.",,,,,,0.60%,$188.70,$38.09,,,$12.00,,,,,
electricity-offer-140877-fact-sheet-pdf-2576.pdf,2576,"Click Energy","Click Business - General Supply & Controlled Load 1",CLI140877MS,"Small Business",Electricity,Endeavour,"Single rate with controlled load","Market offer",11-Feb-2016,"No contract term",0,"Every 3 months",,101.00,19.90,,,,,20.50,,,,,,,,,,,,,,,2500,,,,,7.15,0.00,,,,"7% discount on usage and supply charges",7%,"Usage charges",,,,No,"This offer applies to a small business customer in the Endeavour distribution area with the meteringconfiguration listed above.",,,,,,0.60%,$188.70,$38.09,,,$12.00,,,,,
electricity-offer-140878-fact-sheet-pdf-2576.pdf,2576,"Click Energy","Click Business - General Supply & Controlled Load 2",CLI140878MS,"Small Business",Electricity,Endeavour,"Single rate with controlled load","Market offer",11-Feb-2016,"No contract term",0,"Every 3 months",,101.00,19.90,,,,,20.50,,,,,,,,,,,,,,,2500,,,,,,,12.30,0.00,,"7% discount on usage and supply charges",7%,"Usage charges",,,,No,"This offer applies to a small business customer in the Endeavour distribution area with the meteringconfiguration listed above.",,,,,,0.60%,$188.70,$38.09,,,$12.00,,,,,
electricity-offer-140879-fact-sheet-pdf-2576.pdf,2576,"Click Energy","Click Business Standing - General Supply",CLI140879SS,"Small Business",Electricity,Endeavour,"Single rate","Standing offer",11-Feb-2016,"No contract term",0,"Every 3 months",,95.00,19.90,,,,,20.50,,,,,,,,,,,,,,,2500,,,,,,,,,,,,,,,,No,"This offer applies to a small business customer in the Endeavour distribution area with the meteringconfiguration listed above.",,,,,,0.60%,$188.70,$38.09,,,$12.00,,,,,
electricity-offer-140880-fact-sheet-pdf-2576.pdf,2576,"Click Energy","Click Business Standing - General Supply & Controlled Load 1",CLI140880SS,"Small Business",Electricity,Endeavour,"Single rate with controlled load","Standing offer",11-Feb-2016,"No contract term",0,"Every 3 months",,101.00,19.90,,,,,20.50,,,,,,,,,,,,,,,2500,,,,,7.15,0.00,,,,,,,,,,No,"This offer applies to a small business customer in the Endeavour distribution area with the meteringconfiguration listed above.",,,,,,0.60%,$188.70,$38.09,,,$12.00,,,,,
electricity-offer-140881-fact-sheet-pdf-2576.pdf,2576,"Click Energy","Click Business Standing - General Supply & Controlled Load 2",CLI140881SS,"Small Business",Electricity,Endeavour,"Single rate with controlled load","Standing offer",11-Feb-2016,"No contract term",0,"Every 3 months",,101.00,19.90,,,,,20.50,,,,,,,,,,,,,,,2500,,,,,,,12.30,0.00,,,,,,,,No,"This offer applies to a small business customer in the Endeavour distribution area with the meteringconfiguration listed above.",,,,,,0.60%,$188.70,$38.09,,,$12.00,,,,,
electricity-offer-140882-fact-sheet-pdf-2576.pdf,2576,"Click Energy","Click Standing - Domestic & Controlled load 2",CLI140882SR,Residential,Electricity,Endeavour,"Single rate with controlled load","Standing offer",11-Feb-2016,"No contract term",0,"Every 3 months",,84.724,23.34,22.64,,,,21.007,,,,,,,,,,,,,,,1000,750,,,,,,12.30,0.00,,,,,,,,No,"This offer applies to a residential customer in the Endeavour Energy distribution area with themetering configuration listed above.",,,,,,0.60%,$188.70,$38.09,,,$12.00,,,,,
electricity-offer-140883-fact-sheet-pdf-2340.pdf,2340,"Click Energy","Click Platinum - Domestic",CLI140883MR,Residential,Electricity,"Essential Energy","Single rate","Market offer",11-Feb-2016,"No contract term",0,"Every 1 month",,134.178,23.50,23.05,,,,22.83,,,,,,,,,,,,,,,10.98901099,8.241758242,,,,,,,,"per day","17% discount on usage and supply charges",17%,"Usage charges",,,,No,"This offer applies to a residential customer in the Essential Energy distribution area with themetering configuration listed above. Only available through One Big Switch.",,,,,,0.60%,$134.42,$88.72,,,$12.00,,,,,
electricity-offer-140884-fact-sheet-pdf-2340.pdf,2340,"Click Energy","Click Platinum - Domestic & Controlled load 1",CLI140884MR,Residential,Electricity,"Essential Energy","Single rate with controlled load","Market offer",11-Feb-2016,"No contract term",0,"Every 1 month",,148.515,23.50,23.05,,,,22.83,,,,,,,,,,,,,,,10.98901099,8.241758242,,,,11.30,0.00,,,"per day","17% discount on usage and supply charges",17%,"Usage charges",,,,No,"This offer applies to a residential customer in the Essential Energy distribution area with themetering configuration listed above. Only available through One Big Switch.",,,,,,0.60%,$134.42,$88.72,,,$12.00,,,,,
